"County_Name","ID","Gender","Race","ACT_Score","HS_GPA","HS_Type","College_Type","PostHS_Plan","FirstGen","PellElig","County_FIPS","State"
"Chesterfield ",3204,1,4,18,1.85,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3205,2,2,17,1.98,1,3,3,1,2,"041"," Virginia"
"Chesterfield ",3206,2,1,19,3.06,1,3,4,1,2,"041"," Virginia"
"Chesterfield ",3207,2,1,21,3.52,1,3,2,1,2,"041"," Virginia"
"Chesterfield ",3208,2,1,17,3.6,2,0,2,2,1,"041"," Virginia"
"Chesterfield ",3209,2,1,20,2,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3210,1,1,26,2.03,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3211,1,1,22,2.77,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3212,2,1,29,2.78,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3213,2,1,23,2.61,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3214,2,1,17,1.84,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3215,2,1,24,2.83,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3216,1,3,22,2.53,3,1,2,1,1,"041"," Virginia"
"Chesterfield ",3217,2,4,21,3.76,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3218,2,1,18,2.62,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3219,2,1,24,2.14,1,1,3,2,1,"041"," Virginia"
"Chesterfield ",3220,1,4,25,2.69,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3221,2,3,22,2.29,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3222,1,4,16,3.02,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3223,1,1,19,2.64,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3224,2,3,21,1.97,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3225,2,2,19,1.89,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3226,2,1,25,3.28,1,1,3,1,2,"041"," Virginia"
"Chesterfield ",3227,2,4,20,1.91,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3228,2,3,20,2.29,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3229,2,3,20,2.46,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3230,1,1,19,2.23,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3231,1,1,24,3.36,2,2,2,2,2,"041"," Virginia"
"Chesterfield ",3232,2,4,18,3.74,1,3,3,2,2,"041"," Virginia"
"Chesterfield ",3233,1,1,23,2.31,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3234,1,1,20,2.46,2,0,2,2,1,"041"," Virginia"
"Chesterfield ",3235,2,1,19,1.81,1,3,2,1,1,"041"," Virginia"
"Chesterfield ",3236,2,1,20,3.53,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3237,2,1,24,3.91,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3238,1,1,20,2.15,1,1,2,2,1,"041"," Virginia"
"Chesterfield ",3239,2,1,25,1.78,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3240,2,1,23,2.96,2,1,1,1,2,"041"," Virginia"
"Chesterfield ",3241,2,4,19,3.52,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3242,1,1,21,3.95,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3243,2,1,15,3.18,2,1,1,2,1,"041"," Virginia"
"Chesterfield ",3244,2,1,20,3.3,3,1,2,2,1,"041"," Virginia"
"Chesterfield ",3245,1,4,16,2.95,1,1,4,2,2,"041"," Virginia"
"Chesterfield ",3246,1,3,16,2.46,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3247,1,2,19,2.95,2,1,2,2,1,"041"," Virginia"
"Chesterfield ",3248,1,1,20,3.51,3,3,1,2,2,"041"," Virginia"
"Chesterfield ",3249,2,2,26,3.92,1,3,3,2,1,"041"," Virginia"
"Chesterfield ",3250,1,1,22,2.95,1,3,3,2,1,"041"," Virginia"
"Chesterfield ",3251,1,1,22,2.37,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3252,1,3,21,2.36,1,3,4,2,1,"041"," Virginia"
"Chesterfield ",3253,1,3,22,3.86,1,1,4,1,2,"041"," Virginia"
"Chesterfield ",3254,1,4,17,3.24,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3255,2,4,19,3.43,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3256,2,1,14,2.88,1,1,2,2,1,"041"," Virginia"
"Chesterfield ",3257,2,1,21,2.54,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3258,2,1,20,2.78,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3259,1,1,19,2.27,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3260,1,1,23,1.79,1,1,3,2,1,"041"," Virginia"
"Chesterfield ",3261,1,2,15,2.75,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3262,1,3,21,2.76,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3263,1,1,20,3.55,1,3,3,2,1,"041"," Virginia"
"Chesterfield ",3264,2,1,22,3.1,1,0,1,1,2,"041"," Virginia"
"Chesterfield ",3265,1,1,18,3.62,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3266,2,1,22,2.91,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3267,2,4,22,3.35,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3268,1,1,24,2.4,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3269,1,1,23,1.81,2,3,1,1,2,"041"," Virginia"
"Chesterfield ",3270,1,1,21,3.99,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3271,2,1,25,3.09,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3272,2,1,19,3.75,2,3,1,2,2,"041"," Virginia"
"Chesterfield ",3273,1,1,19,1.9,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3274,2,1,21,2.39,1,3,1,1,1,"041"," Virginia"
"Chesterfield ",3275,2,4,22,2.61,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3276,2,1,20,1.76,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3277,1,4,25,3.25,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3278,1,1,22,2.64,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3279,2,4,27,3.21,1,0,1,2,1,"041"," Virginia"
"Chesterfield ",3280,2,3,22,2.66,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3281,1,1,19,3.37,2,0,1,2,1,"041"," Virginia"
"Chesterfield ",3282,2,1,24,3.24,2,1,2,1,2,"041"," Virginia"
"Chesterfield ",3283,1,1,20,3.82,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3284,1,2,18,2.95,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3285,1,1,17,2.97,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3286,1,2,24,2.73,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3287,1,1,17,2.4,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3288,1,1,21,2.56,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3289,2,1,25,2.99,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3290,2,1,26,3.63,3,3,1,2,2,"041"," Virginia"
"Chesterfield ",3291,2,1,24,2.64,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3292,1,4,20,3.06,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3293,1,3,20,3.29,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3294,1,4,17,3.37,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3295,1,4,21,3.35,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3296,2,4,16,3.81,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3297,1,1,23,3.74,3,1,1,2,2,"041"," Virginia"
"Chesterfield ",3298,1,4,27,3.96,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3299,2,4,21,2.4,2,3,1,1,1,"041"," Virginia"
"Chesterfield ",3300,1,1,25,2.62,2,3,1,2,2,"041"," Virginia"
"Chesterfield ",3301,2,1,23,3.18,1,0,1,1,1,"041"," Virginia"
"Chesterfield ",3302,1,1,22,3.69,1,1,4,2,2,"041"," Virginia"
"Chesterfield ",3303,1,3,17,3.33,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3304,2,4,21,2.03,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3305,2,1,24,2.52,3,1,2,2,2,"041"," Virginia"
"Chesterfield ",3306,1,4,18,3.68,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3307,1,4,23,2.32,1,0,2,2,2,"041"," Virginia"
"Chesterfield ",3308,1,1,22,2.78,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3309,1,1,17,3.88,3,3,1,2,2,"041"," Virginia"
"Chesterfield ",3310,1,1,21,3.73,3,0,1,2,2,"041"," Virginia"
"Chesterfield ",3311,1,1,17,3.45,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3312,2,2,19,4,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3313,2,4,22,2.88,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3314,2,3,25,1.86,1,2,1,2,2,"041"," Virginia"
"Chesterfield ",3315,2,3,17,3.69,1,1,4,2,2,"041"," Virginia"
"Chesterfield ",3316,1,1,22,2.16,2,1,1,1,1,"041"," Virginia"
"Chesterfield ",3317,2,4,20,3.62,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3318,2,1,17,2.87,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3319,1,3,23,3.35,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3320,2,2,19,2.19,1,0,1,1,1,"041"," Virginia"
"Chesterfield ",3321,1,4,22,3.96,1,3,1,1,1,"041"," Virginia"
"Chesterfield ",3322,2,1,23,3.87,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3323,2,2,18,3.69,1,3,3,2,2,"041"," Virginia"
"Chesterfield ",3324,2,1,21,3.52,1,3,3,1,2,"041"," Virginia"
"Chesterfield ",3325,2,1,16,3.86,1,1,2,1,1,"041"," Virginia"
"Chesterfield ",3326,1,4,28,2.66,2,0,1,2,1,"041"," Virginia"
"Chesterfield ",3327,2,1,19,3.13,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3328,2,3,21,2.2,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3329,2,2,25,1.81,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3330,2,4,19,3.23,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3331,1,1,19,3.65,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3332,2,1,21,2.4,3,0,1,2,1,"041"," Virginia"
"Chesterfield ",3333,2,4,17,2.27,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3334,2,3,19,2.07,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3335,2,3,21,3.14,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3336,2,1,19,3.76,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3337,1,1,22,1.92,1,0,3,2,2,"041"," Virginia"
"Chesterfield ",3338,2,1,23,3.84,2,0,1,2,2,"041"," Virginia"
"Chesterfield ",3339,2,1,22,2.28,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3340,2,3,22,2.36,1,3,3,1,2,"041"," Virginia"
"Chesterfield ",3341,1,4,22,3.33,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3342,2,1,19,3.49,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3343,2,4,22,3.31,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3344,1,4,22,2.66,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3345,2,4,22,3.04,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3346,1,1,25,2.85,1,3,2,1,2,"041"," Virginia"
"Chesterfield ",3347,1,2,22,1.94,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3348,2,4,21,3.04,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3349,1,1,16,2.35,1,2,1,2,2,"041"," Virginia"
"Chesterfield ",3350,2,4,21,3.21,1,1,2,1,2,"041"," Virginia"
"Chesterfield ",3351,2,4,21,3.13,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3352,2,3,23,2.1,3,1,1,1,2,"041"," Virginia"
"Chesterfield ",3353,2,1,21,1.77,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3354,1,3,17,2.62,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3355,2,1,21,2.91,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3356,1,1,17,2.31,1,1,2,2,1,"041"," Virginia"
"Chesterfield ",3357,1,2,19,2.08,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3358,1,2,23,2.86,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3359,1,1,18,4,1,1,4,2,2,"041"," Virginia"
"Chesterfield ",3360,1,1,23,3.41,2,1,2,1,2,"041"," Virginia"
"Chesterfield ",3361,2,1,21,2.31,3,3,1,2,2,"041"," Virginia"
"Chesterfield ",3362,1,1,20,2.04,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3363,2,1,21,3.51,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3364,1,1,23,2.76,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3365,1,1,17,2.52,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3366,1,1,20,3.28,1,0,1,1,1,"041"," Virginia"
"Chesterfield ",3367,1,1,24,1.9,2,1,1,2,1,"041"," Virginia"
"Chesterfield ",3368,1,4,20,2.09,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3369,2,1,19,3.74,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3370,2,1,25,1.93,2,0,1,2,2,"041"," Virginia"
"Chesterfield ",3371,1,1,20,2.9,3,0,1,2,2,"041"," Virginia"
"Chesterfield ",3372,2,1,17,2.24,3,1,2,1,2,"041"," Virginia"
"Chesterfield ",3373,1,1,21,2.25,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3374,2,1,22,1.82,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3375,2,1,18,3.12,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3376,2,1,17,2.61,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3377,1,1,18,1.93,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3378,2,1,21,2.41,1,3,3,2,2,"041"," Virginia"
"Chesterfield ",3379,1,1,17,3.64,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3380,2,1,25,2.3,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3381,2,1,21,3.19,1,1,4,2,1,"041"," Virginia"
"Chesterfield ",3382,2,1,19,1.77,2,3,1,2,2,"041"," Virginia"
"Chesterfield ",3383,1,4,21,3.51,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3384,1,2,18,2.88,1,3,4,1,2,"041"," Virginia"
"Chesterfield ",3385,1,1,22,3,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3386,1,1,20,2.59,1,2,1,1,2,"041"," Virginia"
"Chesterfield ",3387,2,1,28,2.04,1,1,2,1,1,"041"," Virginia"
"Chesterfield ",3388,2,2,22,2,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3389,1,3,24,3.08,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3390,1,3,21,3.41,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3391,1,1,19,2.52,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3392,2,1,18,2.36,1,2,1,1,1,"041"," Virginia"
"Chesterfield ",3393,1,1,25,2.26,2,3,1,2,2,"041"," Virginia"
"Chesterfield ",3394,2,1,16,2.84,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3395,1,4,22,1.85,1,3,4,1,2,"041"," Virginia"
"Chesterfield ",3396,1,1,23,3.85,1,3,4,2,2,"041"," Virginia"
"Chesterfield ",3397,2,4,23,1.99,3,1,1,2,1,"041"," Virginia"
"Chesterfield ",3398,1,1,23,2.09,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3399,2,1,21,1.9,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3400,2,1,22,3.88,1,1,4,2,2,"041"," Virginia"
"Chesterfield ",3401,1,4,22,2.3,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3402,2,4,15,4,1,2,1,2,2,"041"," Virginia"
"Chesterfield ",3403,2,1,17,2.26,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3404,2,2,15,1.84,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3405,2,1,22,4,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3406,1,1,19,3.05,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3407,2,3,21,3.18,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3408,1,2,18,2.22,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3409,2,1,21,3.68,2,1,1,1,2,"041"," Virginia"
"Chesterfield ",3410,1,1,20,3.06,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3411,1,2,22,3.66,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3412,2,3,18,2.75,1,2,1,2,1,"041"," Virginia"
"Chesterfield ",3413,1,1,20,2.96,2,0,1,2,2,"041"," Virginia"
"Chesterfield ",3414,2,1,17,3.13,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3415,1,1,16,1.95,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3416,1,4,21,2.47,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3417,2,4,18,2.92,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3418,2,4,22,1.81,1,0,1,2,1,"041"," Virginia"
"Chesterfield ",3419,2,1,26,2.9,1,0,2,2,1,"041"," Virginia"
"Chesterfield ",3420,2,1,19,3.1,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3421,1,3,22,2.58,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3422,1,1,21,2.49,1,3,2,2,1,"041"," Virginia"
"Chesterfield ",3423,1,1,20,2.74,3,1,1,1,2,"041"," Virginia"
"Chesterfield ",3424,2,1,21,3.97,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3425,2,4,14,2.59,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3426,1,1,23,2.27,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3427,2,1,20,3.95,1,1,3,1,2,"041"," Virginia"
"Chesterfield ",3428,2,4,19,3.13,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3429,2,2,15,3.25,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3430,2,1,21,3.32,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3431,2,1,20,3.6,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3432,2,3,22,3.36,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3433,1,1,18,2.94,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3434,1,1,22,2.18,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3435,1,4,24,2.59,2,1,1,1,1,"041"," Virginia"
"Chesterfield ",3436,2,1,23,3.12,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3437,1,1,23,3.4,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3438,1,1,21,3.75,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3439,1,2,21,3.83,1,3,2,1,1,"041"," Virginia"
"Chesterfield ",3440,2,1,19,2.16,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3441,2,2,21,2.82,1,0,1,1,2,"041"," Virginia"
"Chesterfield ",3442,1,1,22,2.39,1,3,4,2,2,"041"," Virginia"
"Chesterfield ",3443,1,4,20,3.5,1,1,3,2,1,"041"," Virginia"
"Chesterfield ",3444,1,4,20,1.96,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3445,2,1,21,3.31,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3446,2,4,18,2.06,1,1,4,2,2,"041"," Virginia"
"Chesterfield ",3447,1,2,21,2.31,2,3,1,2,2,"041"," Virginia"
"Chesterfield ",3448,2,3,18,2.59,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3449,1,1,18,3.62,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3450,2,2,21,3.22,1,3,1,1,1,"041"," Virginia"
"Chesterfield ",3451,2,4,19,3.76,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3452,1,1,26,3.24,1,1,2,1,1,"041"," Virginia"
"Chesterfield ",3453,2,2,24,3.88,2,3,1,2,2,"041"," Virginia"
"Chesterfield ",3454,1,3,24,2.03,1,3,1,1,1,"041"," Virginia"
"Chesterfield ",3455,1,3,21,3.7,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3456,2,1,21,2.46,3,1,2,1,2,"041"," Virginia"
"Chesterfield ",3457,2,2,22,2.3,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3458,2,1,22,2.43,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3459,2,3,22,2.27,1,3,3,1,2,"041"," Virginia"
"Chesterfield ",3460,1,1,17,2.69,1,1,2,2,1,"041"," Virginia"
"Chesterfield ",3461,2,1,20,2.77,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3462,1,3,15,2.62,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3463,1,2,13,2.34,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3464,2,2,22,3.82,2,1,2,1,1,"041"," Virginia"
"Chesterfield ",3465,2,4,27,3.32,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3466,1,4,18,2.44,2,2,1,2,2,"041"," Virginia"
"Chesterfield ",3467,2,2,23,1.79,1,0,2,1,1,"041"," Virginia"
"Chesterfield ",3468,2,3,16,3.87,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3469,1,1,27,2.05,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3470,1,4,23,2.28,1,3,2,2,1,"041"," Virginia"
"Chesterfield ",3471,2,4,19,2.51,2,3,1,2,1,"041"," Virginia"
"Chesterfield ",3472,1,1,17,4,1,3,2,1,2,"041"," Virginia"
"Chesterfield ",3473,2,2,26,3.05,3,3,3,2,2,"041"," Virginia"
"Chesterfield ",3474,2,1,19,1.91,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3475,2,1,20,3.75,1,3,3,2,1,"041"," Virginia"
"Chesterfield ",3476,1,1,15,2.52,1,3,2,2,1,"041"," Virginia"
"Chesterfield ",3477,1,4,20,2.59,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3478,2,1,20,2.71,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3479,1,2,18,2.74,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3480,2,1,24,3.52,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3481,2,1,20,3.12,1,2,1,2,1,"041"," Virginia"
"Chesterfield ",3482,1,2,15,3.87,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3483,2,1,24,3.64,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3484,2,2,22,2.62,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3485,2,1,24,1.76,3,1,3,1,2,"041"," Virginia"
"Chesterfield ",3486,1,1,24,3.33,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3487,2,1,19,2.99,1,1,3,1,2,"041"," Virginia"
"Chesterfield ",3488,2,1,19,1.83,2,1,2,1,2,"041"," Virginia"
"Chesterfield ",3489,1,1,16,3.67,1,0,1,1,2,"041"," Virginia"
"Chesterfield ",3490,2,4,20,2.62,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3491,1,3,25,2.15,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3492,2,4,24,1.84,1,1,1,1,1,"041"," Virginia"
"Chesterfield ",3493,2,4,20,1.76,2,3,1,2,1,"041"," Virginia"
"Chesterfield ",3494,1,3,19,2.59,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3495,2,1,26,2.62,1,0,1,1,2,"041"," Virginia"
"Chesterfield ",3496,2,4,25,3.85,1,1,2,2,1,"041"," Virginia"
"Chesterfield ",3497,2,1,20,2.18,2,1,3,1,2,"041"," Virginia"
"Chesterfield ",3498,1,2,15,2.53,1,3,3,2,2,"041"," Virginia"
"Chesterfield ",3499,1,1,24,3.06,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3500,2,1,23,3.07,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3501,2,3,17,3.96,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3502,1,1,22,2.35,1,1,2,2,1,"041"," Virginia"
"Chesterfield ",3503,1,1,16,3.78,1,0,1,1,2,"041"," Virginia"
"Chesterfield ",3504,1,1,26,3.59,1,0,1,1,2,"041"," Virginia"
"Chesterfield ",3505,2,3,22,2.88,1,3,1,1,2,"041"," Virginia"
"Chesterfield ",3506,1,1,17,3.38,1,0,1,2,1,"041"," Virginia"
"Chesterfield ",3507,2,1,24,2.33,1,1,3,1,1,"041"," Virginia"
"Chesterfield ",3508,1,4,22,2.59,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3509,1,1,24,2.03,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3510,1,1,22,2.4,1,3,3,1,2,"041"," Virginia"
"Chesterfield ",3511,1,1,19,3.47,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3512,1,1,18,2.05,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3513,2,1,19,2.85,1,3,1,2,1,"041"," Virginia"
"Chesterfield ",3514,1,1,22,1.86,1,1,2,1,1,"041"," Virginia"
"Chesterfield ",3515,1,3,23,3.83,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3516,1,4,22,3.93,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3517,1,1,22,2.67,3,1,2,2,2,"041"," Virginia"
"Chesterfield ",3518,2,1,22,3.7,1,0,1,2,2,"041"," Virginia"
"Chesterfield ",3519,1,4,23,2.64,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3520,1,1,17,2.09,1,1,3,2,2,"041"," Virginia"
"Chesterfield ",3521,1,1,23,3.58,3,3,1,1,2,"041"," Virginia"
"Chesterfield ",3522,1,1,19,3.62,1,1,3,1,1,"041"," Virginia"
"Chesterfield ",3523,2,1,25,3.69,1,2,1,2,2,"041"," Virginia"
"Chesterfield ",3524,1,1,25,3.4,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3525,2,1,18,3.37,2,1,1,2,2,"041"," Virginia"
"Chesterfield ",3526,2,4,22,3.9,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3527,2,2,27,2.02,1,1,2,2,2,"041"," Virginia"
"Chesterfield ",3528,1,2,13,2.57,1,3,1,2,2,"041"," Virginia"
"Chesterfield ",3529,1,2,25,2.11,1,3,2,2,2,"041"," Virginia"
"Chesterfield ",3530,1,3,17,2.24,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3531,1,1,21,2.23,2,1,2,2,2,"041"," Virginia"
"Chesterfield ",3532,1,1,18,3.81,1,1,1,1,2,"041"," Virginia"
"Chesterfield ",3533,2,1,27,3.92,1,1,1,2,1,"041"," Virginia"
"Chesterfield ",3534,1,3,21,3.01,1,1,1,2,2,"041"," Virginia"
"Chesterfield ",3535,2,4,23,1.75,1,1,2,1,2,"041"," Virginia"
